	city	type_of_street	name_of_street	number_of_house	type_of_building	num_of_building	year
24845	Москва	ул	Свободы	81	к	5	1971
24846	Москва	ул	Свободы	83	к	1	1965
24847	Москва	ул	Свободы	83	к	2	1965
24848	Москва	ул	Свободы	83	к	3	1965
24849	Москва	ул	Свободы	83	к	4	1964
24850	Москва	ул	Свободы	85	к	1	1966
24851	Москва	ул	Свободы	85	к	2	1980
24852	Москва	ул	Свободы	85	к	3	1966
24853	Москва	ул	Свободы	85	к	4	1965
24854	Москва	ул	Свободы	87			1989
24855	Москва	ул	Свободы	89	к	1	1964
24856	Москва	ул	Свободы	89	к	2	1964
24857	Москва	ул	Свободы	89	к	3	1964
24858	Москва	ул	Свободы	89	к	4	1964
24859	Москва	ул	Свободы	91			1986
24860	Москва	ул	Свободы	91	к	1	1985
24861	Москва	ул	Свободы	91	к	2	1991
24862	Москва	ул	Свободы	93			2000
24863	Москва	ул	Свободы	93	к	1	1970
24864	Москва	ул	Свободы	95	к	2	1984
24865	Москва	ул	Свободы	95	стр	1	1971
24866	Москва	ул	Свободы	97	стр	1	1971
24867	Москва	ул	Свободы	99	к	1	2005
24868	Москва	ул	Туристская	8			1968
24869	Москва	ул	Туристская	10			1967
24870	Москва	ул	Туристская	10	к	1	2005
24871	Москва	ул	Туристская	12	к	1	2014
24872	Москва	ул	Туристская	13	к	1	1971
24873	Москва	ул	Туристская	13	к	2	1971
24874	Москва	ул	Туристская	14	к	1	1966
24875	Москва	ул	Туристская	14	к	4	1967
24876	Москва	ул	Туристская	15			1980
24877	Москва	ул	Туристская	16	к	4	2010
24878	Москва	ул	Туристская	17			1981
24879	Москва	ул	Туристская	18			1967
24880	Москва	ул	Туристская	19	к	1	1969
24881	Москва	ул	Туристская	19	к	2	1966
24882	Москва	ул	Туристская	19	к	3	1966
24883	Москва	ул	Туристская	19	к	4	1966
24884	Москва	ул	Туристская	20	к	1	1969
24885	Москва	ул	Туристская	20	к	2	1967
24886	Москва	ул	Туристская	21			1979
24887	Москва	ул	Туристская	22	к	1	1968
24888	Москва	ул	Туристская	22	к	2	1968
24889	Москва	ул	Туристская	23			1969
24890	Москва	ул	Туристская	24	к	1	1970
24891	Москва	ул	Туристская	24	к	2	1969
24892	Москва	ул	Туристская	25	к	1	1981
24893	Москва	ул	Туристская	25	к	2	1966
24894	Москва	ул	Туристская	25	к	3	1971
24895	Москва	ул	Туристская	25	к	4	1971
24896	Москва	ул	Туристская	25	к	5	2013
24897	Москва	ул	Туристская	27	к	1	1968
24898	Москва	ул	Туристская	27	к	2	1966
24899	Москва	ул	Туристская	29	к	1	1979
24900	Москва	ул	Туристская	29	к	2	1966
24901	Москва	ул	Туристская	31	к	1	1969
24902	Москва	ул	Туристская	31	к	2	1967
24903	Москва	ул	Фомичевой	1			1985
24904	Москва	ул	Фомичевой	2			1965
24905	Москва	ул	Фомичевой	3	стр	1	1971
24906	Москва	ул	Фомичевой	4			1965
24907	Москва	ул	Фомичевой	5	к	2	1973
24908	Москва	ул	Фомичевой	6			1965
24909	Москва	ул	Фомичевой	7	к	1	1966
24910	Москва	ул	Фомичевой	7	к	2	1966
24911	Москва	ул	Фомичевой	8			1980
24912	Москва	ул	Фомичевой	9			1966
24913	Москва	ул	Фомичевой	10	стр	2	1970
24914	Москва	ул	Фомичевой	11			1966
24915	Москва	ул	Фомичевой	12	к	1	1967
24916	Москва	ул	Фомичевой	13			1982
24917	Москва	ул	Фомичевой	14	к	1	1967
24918	Москва	ул	Фомичевой	14	к	2	1967
24919	Москва	ул	Фомичевой	14	к	3	1967
24920	Москва	ул	Фомичевой	16	к	1	1967
24921	Москва	ул	Фомичевой	16	к	2	1967
24922	Москва	ул	Фомичевой	16	к	3	1967
24923	Москва	ул	Фомичевой	16	к	5	1967
24924	Москва	б-р	Химкинский	6			1965
24925	Москва	б-р	Химкинский	8			1965
24926	Москва	б-р	Химкинский	14	к	1	1977
24927	Москва	б-р	Химкинский	16	к	1	1967
24928	Москва	б-р	Химкинский	16	к	2	1967
24929	Москва	б-р	Химкинский	16	к	3	1965
24930	Москва	б-р	Химкинский	16	к	4	1964
24931	Москва	б-р	Химкинский	16	к	5	1964
24932	Москва	б-р	Яна Райниса	2	к	1	1969
24933	Москва	б-р	Яна Райниса	2	к	2	1966
24934	Москва	б-р	Яна Райниса	2	к	3	1966
24935	Москва	б-р	Яна Райниса	4	к	4	1968
24936	Москва	б-р	Яна Райниса	6	к	1	1970
24937	Москва	б-р	Яна Райниса	6	к	2	1970
24938	Москва	б-р	Яна Райниса	6	к	3	1969
24939	Москва	б-р	Яна Райниса	8			1968
24940	Москва	б-р	Яна Райниса	10			1968
24941	Москва	б-р	Яна Райниса	12			1968
24942	Москва	б-р	Яна Райниса	14	к	1	1981
24943	Москва	б-р	Яна Райниса	14	к	2	1983
24944	Москва	б-р	Яна Райниса	18	к	1	1980
24945	Москва	б-р	Яна Райниса	22	к	1	1978
24946	Москва	б-р	Яна Райниса	22	к	2	1977
24947	Москва	б-р	Яна Райниса	24	к	2	1968
24948	Москва	б-р	Яна Райниса	26	к	1	1978
24949	Москва	б-р	Яна Райниса	26	к	2	1977
24950	Москва	б-р	Яна Райниса	28	к	1	1968
24951	Москва	б-р	Яна Райниса	30	к	1	1980
24952	Москва	б-р	Яна Райниса	32			1968
24953	Москва	проезд	Сумской	13	к	1	1969
24954	Москва	ул	Суворовская	10			2008
24955	Москва	ул	Суворовская	12			2008
24956	Москва	проезд	Староватутинский	17			1998
24957	Москва	ул	Бажова	24	к	2	2001
24958	Москва	ул	Вольская 1-я	1			1991
24959	Москва	ул	Вольская 1-я	1	к	3	1995
24960	Москва	ул	Вольская 1-я	6	к	1	2006
24961	Москва	ул	Вольская 1-я	7	к	1	2010
24962	Москва	ул	Вольская 1-я	10			2008
24963	Москва	ул	Вольская 1-я	12	к	1	2008
24964	Москва	ул	Вольская 1-я	13	к	2	1980
24965	Москва	ул	Вольская 1-я	15	к	1	2008
24966	Москва	ул	Вольская 1-я	15	к	2	1980
24967	Москва	ул	Вольская 1-я	16			2007
24968	Москва	ул	Вольская 1-я	17	к	1	1982
24969	Москва	ул	Вольская 1-я	18	к	1	2007
24970	Москва	ул	Вольская 1-я	18	к	2	2007
24971	Москва	ул	Вольская 1-я	24	к	1	2006
24972	Москва	ул	Вольская 2-я	1	к	1	2010
24973	Москва	ул	Вольская 2-я	1	к	2	2008
24974	Москва	ул	Вольская 2-я	1	к	3	2008
24975	Москва	ул	Вольская 2-я	2			1978
24976	Москва	ул	Вольская 2-я	3			2010
24977	Москва	ул	Вольская 2-я	5	к	2	2010
24978	Москва	ул	Вольская 2-я	6			2009
24979	Москва	ул	Вольская 2-я	7	к	1	2010
24980	Москва	ул	Вольская 2-я	20			1989
24981	Москва	ул	Вольская 2-я	22	к	2	2008
24982	Москва	ул	Вольская 2-я	24			2009
24983	Москва	ул	Вольская 2-я	26			1989
24984	Москва	ул	Вольская 2-я	28			1990
24985	Москва	пр-кт	Защитников Москвы	3	к	1	2011
24986	Москва	пр-кт	Защитников Москвы	5			2011
24987	Москва	пр-кт	Защитников Москвы	9	к	1	2011
24988	Москва	пр-кт	Защитников Москвы	11			2010
24989	Москва	пр-кт	Защитников Москвы	13			2010
24990	Москва	ул	Некрасовская	5			2007
24991	Москва	ул	Некрасовская	7			2007
24992	Москва	ул	Некрасовская	9			2008
24993	Москва	ул	Покровская	37			2009
24994	Москва	ул	Покровская	39			2009
24995	Москва	ул	Покровская	41			2009
24996	Москва	ул	Рождественская	12			2010
24997	Москва	ул	Рождественская	14			2011
24998	Москва	ул	Рождественская	18			2010
24999	Москва	ул	Рождественская	19	к	2	2010
25000	Москва	ул	Рождественская	21	к	5	2010
25001	Москва	ул	Рождественская	21	к	6	2010
25002	Москва	ул	Рождественская	23/33			2010
25003	Москва	ул	Профсоюзная	156	к	5	Не заполнено
25004	Москва	ш	Алтуфьевское	56			1979
25005	Москва	ш	Алтуфьевское	58а			1979
25006	Москва	ш	Алтуфьевское	58б			1984
25007	Москва	ш	Алтуфьевское	60			1980
25008	Москва	ш	Алтуфьевское	62а			1979
25009	Москва	ш	Алтуфьевское	62б			1979
25010	Москва	ш	Алтуфьевское	62в			1984
25011	Москва	ш	Алтуфьевское	64			1980
25012	Москва	ш	Алтуфьевское	64в			1984
25013	Москва	ш	Алтуфьевское	66/2			1984
25014	Москва	ш	Алтуфьевское	79			1968
25015	Москва	ул	Бибиревская	1			1978
25016	Москва	ул	Бибиревская	3			1980
25017	Москва	ул	Бибиревская	7	к	1	1987
25018	Москва	ул	Бибиревская	7	к	2	1989
25019	Москва	ул	Бибиревская	9			1987
